lesson_log_id,student_id,score,understanding,focus
114,3.0,83,0.83,0.7036867866130786
115,3.0,72,0.72,0.5920480639381276
116,3.0,40,0.4,0.7391690510195362
117,3.0,32,0.32,0.7816505511428944
118,3.0,54,0.54,0.9058311274651287
119,3.0,59,0.59,0.7512059468627751
120,3.0,60,0.6,1.0
121,3.0,67,0.67,0.3318251537336709
122,3.0,50,0.5,0.5750362844608642
123,3.0,42,0.42,0.8035318040938246
124,3.0,42,0.42,0.7373533528954156
125,3.0,35,0.35,0.5776964394016103
126,3.0,36,0.36,0.5153533507778191
127,3.0,60,0.6,0.5048253494045334
128,3.0,100,1.0,0.5101202222336113
129,3.0,81,0.81,0.7986635801761778
130,3.0,87,0.87,0.5283284439637572
131,3.0,81,0.81,0.5848724347524452
132,3.0,79,0.79,1.0
133,3.0,72,0.72,0.9298546652571351
134,3.0,97,0.97,0.6930023019006076
135,3.0,98,0.98,0.5746065884424465
136,3.0,44,0.44,0.8415503870910951
137,3.0,89,0.89,0.8264815478111042
138,3.0,34,0.34,0.8243619924434392
139,3.0,47,0.47,0.5545725648350263
140,3.0,56,0.56,0.6851133141799907
141,3.0,36,0.36,0.7355402001866507
142,3.0,56,0.56,0.7760395702011926
143,3.0,60,0.6,0.811958089586208
144,3.0,54,0.54,0.8667844309097807
145,3.0,33,0.33,0.6859668577082706
146,3.0,82,0.82,0.7859236438265171
147,3.0,37,0.37,0.7543157674390747
148,3.0,60,0.6,0.4837886919183475
149,3.0,56,0.56,0.6920889692286689
150,3.0,80,0.8,0.7056636752260922
151,3.0,74,0.74,0.8876567611951995
152,3.0,45,0.45,0.7192241553881966
153,3.0,46,0.46,0.6131007545135368
154,3.0,75,0.75,0.7444267543267425
155,3.0,41,0.41,0.9511512251147041
156,3.0,45,0.45,0.6626256711677282
157,3.0,51,0.51,0.9893955768707465
158,3.0,35,0.35,0.9063689078937269
159,3.0,58,0.58,0.7534100531738517
160,3.0,90,0.9,0.7164567978550848
161,3.0,64,0.64,0.5965423099799255
162,3.0,76,0.76,1.0
163,3.0,94,0.94,0.6108994957198456
164,3.0,44,0.44,1.0
165,3.0,47,0.47,0.6159626365808285
166,3.0,70,0.7,0.4311098977931445
167,3.0,42,0.42,0.49917184664958636
168,3.0,52,0.52,0.6930630225226437
169,3.0,70,0.7,1.0
170,3.0,47,0.47,0.8968644796953167
171,3.0,56,0.56,0.6901072580695133
172,3.0,53,0.53,0.47545559568754026
173,3.0,84,0.84,0.7332904416426111
174,3.0,74,0.74,0.7578337287815635
175,4.0,74,0.74,0.5724520031497368
176,4.0,74,0.74,0.575371894715047
177,4.0,91,0.91,0.5725225745386964
178,4.0,74,0.74,0.984100849597971
179,4.0,84,0.84,0.5335288853791542
180,4.0,56,0.56,0.5895553911438057
181,4.0,34,0.34,0.74058460417026
182,4.0,67,0.67,1.0
183,4.0,76,0.76,0.5774422619031228
184,4.0,53,0.53,0.7571730781449809
185,4.0,100,1.0,0.8317088545345661
186,4.0,72,0.72,0.6646105545011901
187,4.0,72,0.72,0.4241361543970945
188,4.0,97,0.97,0.6933746054252405
189,4.0,82,0.82,0.5964777401927657
190,4.0,91,0.91,0.6967154207854496
191,4.0,74,0.74,1.0
192,4.0,90,0.9,0.6021121114963555
193,4.0,98,0.98,0.8363782979252623
194,4.0,76,0.76,0.8167856370651927
195,4.0,91,0.91,0.8181309661384618
196,4.0,85,0.85,0.8640964362394727
197,4.0,91,0.91,0.9133349379178307
198,4.0,86,0.86,0.9764317982075055
199,4.0,81,0.81,0.6665763839366291
200,4.0,71,0.71,0.9413017933016713
201,4.0,76,0.76,0.7737346617745802
202,4.0,92,0.92,0.7057489645869635
203,4.0,80,0.8,0.7382198136039806
204,4.0,57,0.57,0.4280287718040161
205,4.0,71,0.71,0.8290968362282151
206,4.0,52,0.52,0.6384443530093998
207,4.0,65,0.65,0.749876736742151
208,4.0,52,0.52,0.6809408935226096
209,4.0,51,0.51,0.8215793019433077
210,4.0,51,0.51,0.6107132770898943
211,4.0,39,0.39,0.9147263499719543
212,4.0,42,0.42,0.7265939348293752
213,4.0,64,0.64,0.9390093257849684
214,4.0,53,0.53,0.5882156305456823
215,4.0,49,0.49,1.0
216,4.0,98,0.98,0.5889600946613602
217,4.0,28,0.28,0.41039721991675115
218,4.0,44,0.44,0.7880028900106665
219,4.0,57,0.57,0.4957534365738573
220,4.0,44,0.44,0.7487601427542397
221,4.0,58,0.58,0.44393912026582105
222,4.0,49,0.49,0.8300402355917321
223,4.0,39,0.39,1.0
224,4.0,43,0.43,0.3948949658150522
225,4.0,52,0.52,0.6908827967289004
226,4.0,53,0.53,0.651752788428734
227,4.0,64,0.64,0.44969211516191115
228,4.0,61,0.61,0.6835697643214862
229,4.0,54,0.54,0.7685450692755408
230,5.0,54,0.54,0.8139534560464408
231,5.0,93,0.93,0.8285445519735087
232,5.0,87,0.87,0.739304233940294
233,5.0,64,0.64,0.6820528611425546
234,5.0,98,0.98,0.564721539588146
235,5.0,65,0.65,0.6919684098711313
236,5.0,73,0.73,0.7256208829821578
237,5.0,73,0.73,0.8681287097977448
238,5.0,61,0.61,0.610763313357044
239,5.0,55,0.55,0.6095387361501846
240,5.0,87,0.87,0.3832194353028553
241,5.0,84,0.84,0.8571600317301664
242,5.0,79,0.79,0.5066047713741574
243,5.0,68,0.68,0.6992794921818862
244,5.0,88,0.88,1.0
245,5.0,50,0.5,0.6558071652340671
246,5.0,59,0.59,0.7416765615895105
247,5.0,73,0.73,0.6505645234958806
248,5.0,77,0.77,0.4996759980210168
249,5.0,86,0.86,1.0
250,5.0,85,0.85,0.5857642020434406
251,5.0,89,0.89,0.9798710873172004
252,5.0,73,0.73,0.7119260739840347
253,5.0,53,0.53,0.839644662722718
254,5.0,56,0.56,0.8790386440055464
255,5.0,44,0.44,0.909910543063867
256,5.0,51,0.51,0.9634788131268651
257,5.0,43,0.43,1.0
258,5.0,51,0.51,1.0
259,5.0,45,0.45,0.5697163992771103
260,5.0,54,0.54,0.6359305383611359
261,5.0,44,0.44,0.8045670976070999
262,5.0,71,0.71,0.6951290815478034
263,5.0,54,0.54,1.0
264,5.0,81,0.81,0.70760069563364
265,5.0,39,0.39,0.8227035945460833
266,5.0,33,0.33,0.648524692515331
267,5.0,56,0.56,0.7798446245210559
268,5.0,65,0.65,0.6033627075401251
269,5.0,35,0.35,0.45484686739953173
270,5.0,60,0.6,0.7448903637119944
271,5.0,45,0.45,1.0
272,5.0,49,0.49,0.9157361666862591
273,5.0,58,0.58,0.665474540011836
274,5.0,34,0.34,0.8304645756826838
275,5.0,63,0.63,0.9953080699451791
276,5.0,53,0.53,0.5748874596980941
277,5.0,52,0.52,0.7988060372565478
278,5.0,43,0.43,0.5899389692309159
279,5.0,61,0.61,0.6948891858017109
280,5.0,46,0.46,0.8087200309188864
281,5.0,21,0.21,0.8543397421296689
282,5.0,32,0.32,0.9297531400744207
283,5.0,38,0.38,0.6275118117193735
284,5.0,61,0.61,0.4410637048558188
285,5.0,53,0.53,0.6064597597376217
286,6.0,84,0.84,0.6906158842241631
287,6.0,67,0.67,0.715364378212051
288,6.0,75,0.75,0.899253363889428
289,6.0,75,0.75,0.3886836202680497
290,6.0,88,0.88,1.0
291,6.0,46,0.46,0.6302695731184281
292,6.0,70,0.7,0.6356729897565234
293,6.0,54,0.54,0.7763870904463106
294,6.0,82,0.82,0.9060566908063684
295,6.0,48,0.48,0.6481915708358593
296,6.0,79,0.79,0.6856797481171871
297,6.0,80,0.8,0.845525908727396
298,6.0,79,0.79,0.8465280154431158
299,6.0,60,0.6,0.715727038063218
300,6.0,83,0.83,0.8832655349404963
301,6.0,51,0.51,0.8996020219719304
302,6.0,78,0.78,1.0
303,6.0,69,0.69,0.9216365633475032
304,6.0,39,0.39,0.8225547810125139
305,6.0,69,0.69,0.5752462078608389
306,6.0,52,0.52,0.6618635198473306
307,6.0,54,0.54,0.8740135461377508
308,6.0,83,0.83,0.7300837810287153
309,6.0,79,0.79,1.0
310,6.0,90,0.9,0.7402198093429935
311,6.0,91,0.91,0.9211051865915967
312,6.0,68,0.68,0.8277460444058369
313,6.0,68,0.68,1.0
314,6.0,42,0.42,0.7605270930478066
315,6.0,53,0.53,0.6871723306814015
316,6.0,54,0.54,0.7642714430900546
317,6.0,54,0.54,1.0
318,6.0,59,0.59,0.6511686729418702
319,6.0,67,0.67,0.937894097784928
320,6.0,57,0.57,0.8194800139699716
321,6.0,63,0.63,0.6404872993280015
322,6.0,51,0.51,0.6699888825934947
323,6.0,50,0.5,0.665385635143226
324,6.0,35,0.35,0.48074498262095955
325,6.0,41,0.41,1.0
326,6.0,58,0.58,0.5017215301087385
327,6.0,66,0.66,0.5722076504620995
328,6.0,90,0.9,1.0
329,7.0,100,1.0,0.5623699309644552
330,7.0,76,0.76,0.8963530973983188
331,7.0,100,1.0,0.2001188570252853
332,7.0,63,0.63,0.42208550664728073
333,7.0,74,0.74,0.904514086401928
334,7.0,85,0.85,0.9768545637021036
335,7.0,88,0.88,0.8189508683330572
336,7.0,82,0.82,0.851785717957353
337,7.0,79,0.79,0.7208402207903751
338,7.0,77,0.77,0.5492070822266647
339,7.0,49,0.49,0.36140863716092286
340,7.0,38,0.38,0.5022817785698165
341,7.0,63,0.63,0.7359788302306957
342,7.0,34,0.34,0.8836633212004625
343,7.0,59,0.59,0.5020743726859325
344,7.0,47,0.47,0.5035025212923381
345,7.0,40,0.4,0.8100104198049103
346,7.0,36,0.36,0.7210751012291919
347,7.0,53,0.53,0.5797264712097572
348,7.0,54,0.54,0.3814012532936661
349,7.0,85,0.85,0.6960724402146637
350,7.0,93,0.93,0.7447828268129323
351,7.0,45,0.45,0.7250449005295814
352,7.0,85,0.85,0.7244595006064567
353,7.0,80,0.8,0.7097720140651408
354,7.0,73,0.73,0.5596016624386488
355,7.0,97,0.97,0.4194789456400612
356,7.0,73,0.73,0.45122735292174293
357,7.0,58,0.58,0.5563185468861604
358,7.0,92,0.92,0.6410100643415944
359,7.0,82,0.82,0.5653018751512262
360,7.0,100,1.0,0.5329305893480485
361,7.0,83,0.83,0.46248031619409735
362,7.0,84,0.84,0.8267553761864197
363,7.0,48,0.48,0.6629424682244583
364,7.0,48,0.48,0.7087622943958218
365,7.0,100,1.0,0.8927758233589819
366,7.0,66,0.66,0.5885016429984332
367,7.0,75,0.75,0.682343590329749
368,7.0,66,0.66,0.5392650864060538
369,7.0,44,0.44,1.0
370,7.0,66,0.66,0.8137966158370551
371,7.0,47,0.47,0.6241744518025025
372,7.0,39,0.39,0.5836638172102712
373,7.0,37,0.37,0.5701444909867985
374,7.0,42,0.42,0.7068166936518452
375,7.0,34,0.34,0.7467571823581495
376,7.0,58,0.58,0.7661760464428914
377,7.0,53,0.53,0.30125287148570884
378,7.0,37,0.37,0.9455337984946584
379,7.0,54,0.54,1.0
380,7.0,49,0.49,0.5589976288483182
381,7.0,50,0.5,0.8116653825043445
382,7.0,40,0.4,0.8077511984892738
383,7.0,35,0.35,0.7338721648072155
384,7.0,40,0.4,0.6777547877302599
385,7.0,62,0.62,0.5528940114820466
386,7.0,56,0.56,0.9182620241188537
387,7.0,46,0.46,0.4815374470654842
388,7.0,51,0.51,0.9426195399958366
389,8.0,53,0.53,1.0
390,8.0,46,0.46,0.7384098232980063
391,8.0,48,0.48,0.7267081809564564
392,8.0,59,0.59,0.841621735337718
393,8.0,36,0.36,0.54280210789841
394,8.0,55,0.55,0.3327589253793406
395,8.0,58,0.58,0.4793266787652252
396,8.0,100,1.0,0.7777157209061928
397,8.0,88,0.88,0.6987858176920213
398,8.0,79,0.79,0.7163658717095129
399,8.0,77,0.77,0.8838152965975536
400,8.0,83,0.83,0.7534784628143806
401,8.0,89,0.89,0.5663819092713902
402,8.0,72,0.72,0.6650080486609182
403,8.0,41,0.41,0.8073019687140807
404,8.0,49,0.49,0.7056362314738256
405,8.0,54,0.54,0.9171791131663156
406,8.0,58,0.58,0.6949946082509711
407,8.0,55,0.55,0.9780415098034627
408,8.0,66,0.66,0.7020705239686761
409,8.0,46,0.46,0.4869772673849254
410,8.0,78,0.78,0.5780975595681433
411,8.0,85,0.85,0.7113299849794213
412,8.0,84,0.84,0.6859002443881818
413,8.0,60,0.6,0.712894882962024
414,8.0,78,0.78,0.5121329212362491
415,8.0,85,0.85,0.45806105143177844
416,8.0,92,0.92,1.0
417,8.0,64,0.64,0.6573114258139583
418,8.0,46,0.46,0.7297334914404223
419,8.0,46,0.46,0.577319467291812
420,8.0,51,0.51,0.6223646362917542
421,8.0,50,0.5,0.7321147962099729
422,8.0,61,0.61,0.7873876339492699
423,8.0,35,0.35,0.8899108270882647
424,8.0,59,0.59,0.2
425,8.0,77,0.77,0.42662426031691575
426,8.0,31,0.31,0.46597739478812805
427,8.0,87,0.87,0.8082925456409575
428,8.0,24,0.24,0.584697919854656
429,8.0,53,0.53,0.5907511103495033
430,8.0,81,0.81,0.4042176862451742
431,8.0,85,0.85,0.6969380301654008
432,8.0,70,0.7,0.7239160736828306
433,8.0,78,0.78,0.9393143003328982
434,8.0,70,0.7,0.6945390920980136
435,8.0,71,0.71,0.6113435497616979
436,8.0,97,0.97,0.6654107880153154
437,8.0,63,0.63,0.4256197714137287
438,8.0,77,0.77,0.9942340654987216
439,8.0,90,0.9,0.5661854522680166
440,8.0,98,0.98,0.5788768920526272
441,8.0,75,0.75,0.8355851742678537
442,8.0,43,0.43,1.0
443,8.0,52,0.52,0.8484190744018614
444,8.0,65,0.65,0.9603482578797595
445,8.0,42,0.42,0.7064008298131533
446,8.0,43,0.43,0.7919944285878232
447,8.0,51,0.51,1.0
448,8.0,81,0.81,0.6269356897375782
449,8.0,40,0.4,0.43057474209406066
450,9.0,73,0.73,0.940082781588885
451,9.0,85,0.85,0.49061780346361206
452,9.0,87,0.87,0.9371408309325994
453,9.0,72,0.72,0.8992095371611633
454,9.0,95,0.95,0.4156378666516312
455,9.0,47,0.47,0.6354640322315728
456,9.0,85,0.85,0.9656388283698116
457,9.0,100,1.0,0.7911775544163215
458,9.0,59,0.59,0.5712963539239714
459,9.0,52,0.52,0.7114026249794169
460,9.0,55,0.55,1.0
461,9.0,90,0.9,0.8076592158099265
462,9.0,71,0.71,0.6270094540914228
463,9.0,60,0.6,0.49103816119579324
464,9.0,68,0.68,1.0
465,9.0,47,0.47,0.6557492752828455
466,9.0,58,0.58,0.7614813395618201
467,9.0,44,0.44,0.872094697671949
468,9.0,52,0.52,0.6665756572427176
469,9.0,66,0.66,0.6502617747632905
470,9.0,57,0.57,0.7981949903276502
471,9.0,61,0.61,0.8325762537334825
472,9.0,37,0.37,0.7362043117407413
473,9.0,73,0.73,0.7799375903505283
474,9.0,85,0.85,0.5942766636500486
475,9.0,80,0.8,0.9476566142867271
476,9.0,67,0.67,0.7617666025197927
477,9.0,76,0.76,0.7481506358977136
478,9.0,32,0.32,0.8131019291263089
479,9.0,53,0.53,0.8506683242209064
480,9.0,86,0.86,0.9579505508165491
481,9.0,67,0.67,0.6723088032032452
482,9.0,71,0.71,0.6581953485427949
483,9.0,85,0.85,0.5838953100390554
484,9.0,83,0.83,1.0
485,9.0,84,0.84,0.46082338759296304
486,9.0,73,0.73,0.9393262973291302
487,9.0,80,0.8,0.6731965666654164
488,9.0,56,0.56,0.5430203373835519
489,9.0,54,0.54,0.6758103702784436
490,9.0,45,0.45,0.52250156443958
491,9.0,46,0.46,0.8444762715655543
492,9.0,46,0.46,1.0
493,9.0,89,0.89,0.7449369451503771
494,9.0,62,0.62,0.4163268534133936
495,9.0,92,0.92,0.39486873708598097
496,9.0,75,0.75,0.5896283708215107
497,9.0,51,0.51,0.5871504802685222
498,9.0,70,0.7,1.0
499,9.0,62,0.62,1.0
500,9.0,55,0.55,0.9048125051622924
501,9.0,44,0.44,0.8556722152333275
502,9.0,49,0.49,0.5363602233155385
503,9.0,45,0.45,0.6659630754950143
504,9.0,59,0.59,0.8392774894913431
505,9.0,64,0.64,0.7176813772583694
506,9.0,48,0.48,0.47166217717329895
507,9.0,31,0.31,0.5566355358794389
508,9.0,48,0.48,0.6834638628314601
509,9.0,56,0.56,1.0
510,9.0,68,0.68,0.4951626351341589
511,9.0,55,0.55,0.9442067391050706
512,9.0,40,0.4,0.6547031802300336
513,9.0,60,0.6,0.6255586447857894
514,9.0,95,0.95,1.0
515,9.0,68,0.68,0.6022301156427451
516,9.0,62,0.62,0.7281772493822407
517,9.0,78,0.78,0.7646335428369563
518,10.0,64,0.64,0.6067926996263515
519,10.0,74,0.74,0.8027200213139433
520,10.0,21,0.21,0.46601663285794237
521,10.0,97,0.97,0.6944970189898727
522,10.0,75,0.75,1.0
523,10.0,54,0.54,0.5795575879276438
524,10.0,53,0.53,0.5003229121623416
525,10.0,62,0.62,0.853216055676938
526,10.0,47,0.47,0.6799691847040094
527,10.0,71,0.71,0.5244034826486877
528,10.0,53,0.53,0.6547042216196945
529,10.0,71,0.71,0.8827169252466498
530,10.0,77,0.77,0.9985377137919043
531,10.0,42,0.42,0.6957265411303127
532,10.0,58,0.58,0.2151519479454116
533,10.0,47,0.47,0.8473687794184867
534,10.0,55,0.55,0.7133981434449743
535,10.0,74,0.74,0.3874908286226914
536,10.0,67,0.67,0.8588529359243654
537,10.0,36,0.36,0.7587115864333258
538,10.0,49,0.49,0.7932859964867052
539,10.0,61,0.61,0.37697363681889806
540,10.0,41,0.41,0.5530816846403901
541,10.0,61,0.61,0.7401138394461886
542,10.0,50,0.5,0.4968356362043206
543,10.0,86,0.86,0.7857633000661146
544,10.0,46,0.46,0.735288311055445
545,10.0,80,0.8,0.534481955870256
546,10.0,50,0.5,0.48557219760287856
547,10.0,59,0.59,0.7873119608315335
548,10.0,69,0.69,0.22741351289163225
549,10.0,70,0.7,0.8238308522010396
550,10.0,42,0.42,0.7041587415350815
551,10.0,93,0.93,0.663420711779032
552,10.0,72,0.72,0.5708071641750929
553,10.0,70,0.7,0.6034512955635934
554,10.0,96,0.96,0.7245340631989591
555,10.0,47,0.47,0.7646158546232058
556,10.0,34,0.34,0.6416377462168912
557,10.0,49,0.49,0.8766219554294318
558,10.0,81,0.81,0.6639040172818749
559,10.0,72,0.72,0.7597505816731372
560,10.0,61,0.61,0.6147284807588913
561,10.0,35,0.35,0.7226540821075529
562,10.0,43,0.43,0.8838457869150407
563,10.0,90,0.9,1.0
564,10.0,62,0.62,0.6105356208682498
565,10.0,58,0.58,0.7135711021054806
566,10.0,41,0.41,0.7969465634588949
567,10.0,60,0.6,0.5712900335365075
568,10.0,45,0.45,0.6330449335786917
569,10.0,54,0.54,0.5089754841301294
570,10.0,69,0.69,1.0
571,10.0,94,0.94,0.7048438913345516
572,10.0,54,0.54,0.684071721750857
573,10.0,54,0.54,0.48752129437062397
574,10.0,59,0.59,0.6625711469990903
575,10.0,100,1.0,0.9374772103129502
576,10.0,53,0.53,0.8159266346427151
577,10.0,46,0.46,0.7388768603154672
578,10.0,77,0.77,0.7676967686923382
579,10.0,63,0.63,0.7336921952539228
580,10.0,61,0.61,0.4986914869440717
581,10.0,78,0.78,0.9634230134679731
582,10.0,43,0.43,0.275629020198281
583,10.0,49,0.49,0.9593989093122218
584,10.0,44,0.44,0.5001395535410178
585,11.0,55,0.55,0.8681240053009106
586,11.0,46,0.46,0.6522135801660611
587,11.0,40,0.4,0.6216483701912355
588,11.0,46,0.46,1.0
589,11.0,95,0.95,0.9434317041650992
590,11.0,45,0.45,0.899662179629592
591,11.0,79,0.79,0.7807460180673218
592,11.0,83,0.83,0.5192596278539743
593,11.0,91,0.91,0.4641920417680394
594,11.0,82,0.82,0.6070765405403213
595,11.0,77,0.77,0.7566575743092284
596,11.0,75,0.75,0.8173387602950549
597,11.0,66,0.66,0.8742594594914488
598,11.0,99,0.99,0.7252759159092823
599,11.0,73,0.73,0.499933735078885
600,11.0,51,0.51,0.802781569931783
601,11.0,84,0.84,0.7701260198547117
602,11.0,61,0.61,0.8269442937123539
603,11.0,47,0.47,0.7819637313857024
604,11.0,98,0.98,0.8345147402405462
605,11.0,40,0.4,0.6734732507234853
606,11.0,78,0.78,0.9214161338573945
607,11.0,58,0.58,0.2654660907971927
608,11.0,49,0.49,0.5929343628092154
609,11.0,81,0.81,0.7663960661138028
610,11.0,75,0.75,0.8418903634278079
611,11.0,47,0.47,0.8026211596352165
612,11.0,86,0.86,0.8477620961775005
613,11.0,60,0.6,0.5129122595910809
614,11.0,58,0.58,0.5928073109771903
615,11.0,68,0.68,0.773457462680268
616,11.0,76,0.76,0.6553068035256295
617,11.0,76,0.76,0.6961160788224534
618,11.0,33,0.33,0.85998838038841
619,11.0,39,0.39,0.48926351617072916
620,11.0,97,0.97,0.8900615183947151
621,11.0,48,0.48,0.6791101562925057
622,11.0,61,0.61,0.7140104326226362
623,11.0,82,0.82,0.5145293731618852
624,11.0,85,0.85,0.895039525956486
625,11.0,60,0.6,0.7379163233197487
626,11.0,56,0.56,0.2
627,11.0,61,0.61,0.5691848633745151
628,11.0,63,0.63,0.8022405199049961
629,11.0,59,0.59,0.6725102970744616
630,11.0,93,0.93,1.0
631,11.0,87,0.87,1.0
632,11.0,63,0.63,0.7150867277803186
633,11.0,71,0.71,0.6507875023740103
634,11.0,78,0.78,1.0
635,11.0,85,0.85,0.724640961356897
636,11.0,96,0.96,0.7087204892744907
637,11.0,51,0.51,0.5754701276531096
638,11.0,66,0.66,0.5515058828603903
639,11.0,49,0.49,0.5776461818189429
640,11.0,73,0.73,0.6141395550965479
641,11.0,49,0.49,0.41873650726563316
642,11.0,57,0.57,0.3990559251937995
643,11.0,35,0.35,0.7164879505869006
644,11.0,42,0.42,0.6381581845900273
645,11.0,63,0.63,0.7638349020838361
646,11.0,51,0.51,0.324965506070851
647,11.0,56,0.56,0.6679734408866719
648,11.0,42,0.42,0.7426393256475378
649,11.0,72,0.72,0.6361892128666763
650,11.0,80,0.8,0.9152014277197196
651,11.0,79,0.79,1.0
652,11.0,64,0.64,0.5583186466179074
653,11.0,64,0.64,0.33937206474881093
654,12.0,85,0.85,0.7534253302022966
655,12.0,88,0.88,0.38376185959357323
656,12.0,81,0.81,0.6033877896633121
657,12.0,88,0.88,1.0
658,12.0,71,0.71,0.6462938704188335
659,12.0,72,0.72,0.26963691973413895
660,12.0,70,0.7,0.6577739522344611
661,12.0,80,0.8,0.673748606581539
662,12.0,73,0.73,0.6550288036383842
663,12.0,84,0.84,0.7337309343933455
664,12.0,94,0.94,0.4819201845114307
665,12.0,50,0.5,0.6802823735431476
666,12.0,52,0.52,0.8416428846513114
667,12.0,52,0.52,0.890627326782649
668,12.0,83,0.83,0.5775125250719124
669,12.0,81,0.81,0.4712547585358676
670,12.0,47,0.47,0.6933540018711079
671,12.0,61,0.61,0.6742924977122138
672,12.0,50,0.5,0.5902550184518076
673,12.0,39,0.39,0.7319712783994801
674,12.0,41,0.41,0.95314156817294
675,12.0,54,0.54,0.8938914401053473
676,12.0,97,0.97,0.5707545380312393
677,12.0,89,0.89,0.46127263364870397
678,12.0,73,0.73,0.9001164636085957
679,12.0,47,0.47,0.9784930600128657
680,12.0,52,0.52,0.7577387258559714
