id,teacher_id,baseline,learn_rate,slip,guess
61,18,0.504165152430942,0.1,0.15,0.25
62,4,0.5628682046672365,0.15,0.05,0.1
63,11,0.3787330051987943,0.1,0.15,0.25
64,10,0.36075867518386584,0.15,0.05,0.1
65,6,0.7625051644788396,0.08,0.1,0.35
66,1,0.8712480057141645,0.08,0.1,0.35
67,17,0.5855979756839332,0.1,0.15,0.25
68,17,0.8007065795784049,0.05,0.1,0.2
69,10,0.6723272050095268,0.15,0.05,0.1
70,5,0.4709760490789751,0.05,0.1,0.2
71,6,0.6722791211016828,0.1,0.15,0.25
72,20,0.9076073132931939,0.15,0.05,0.1
73,16,0.5928347921780097,0.1,0.15,0.25
74,4,0.9129287311628013,0.15,0.05,0.1
75,10,0.2,0.1,0.15,0.25
76,2,0.7643805008750447,0.05,0.1,0.2
77,19,0.6174094136476342,0.05,0.1,0.2
78,3,0.5401985299068265,0.15,0.05,0.1
79,3,0.6183521553071004,0.08,0.1,0.35
80,5,0.2024862170798214,0.05,0.1,0.2
81,18,0.5560656224324976,0.08,0.1,0.35
82,9,0.6714225143023492,0.05,0.1,0.2
83,7,0.8955788089483032,0.08,0.1,0.35
84,10,0.4963459563452705,0.05,0.1,0.2
85,12,0.43830127942136243,0.08,0.1,0.35
86,17,0.4996485912830927,0.08,0.1,0.35
87,4,0.7830804235404148,0.08,0.1,0.35
88,8,0.6657502219319369,0.05,0.1,0.2
89,11,0.4940479592465922,0.15,0.05,0.1
90,19,0.7026534866226712,0.15,0.05,0.1
91,19,0.619415509869608,0.05,0.1,0.2
92,1,0.7937289981065778,0.05,0.1,0.2
93,2,0.4595893812245295,0.15,0.05,0.1
94,3,0.5344675706804464,0.05,0.1,0.2
95,11,0.5215783693735685,0.15,0.05,0.1
96,17,0.30729701037357626,0.15,0.05,0.1
97,9,0.6592240554129152,0.05,0.1,0.2
98,7,0.6522110544359778,0.08,0.1,0.35
99,19,0.6010226913284922,0.05,0.1,0.2
100,8,0.5530825733249706,0.08,0.1,0.35
101,14,0.3169258515899171,0.08,0.1,0.35
102,4,0.5158709354469282,0.05,0.1,0.2
103,14,0.5314570966946461,0.15,0.05,0.1
104,14,0.4395445461556762,0.1,0.15,0.25
105,15,0.5677428576667981,0.08,0.1,0.35
106,4,0.6808101713629077,0.15,0.05,0.1
107,13,0.95,0.15,0.05,0.1
108,4,0.6349155625663677,0.1,0.15,0.25
109,7,0.6515100781445529,0.05,0.1,0.2
110,18,0.5851108168467666,0.05,0.1,0.2
111,5,0.21624575694019166,0.08,0.1,0.35
112,6,0.5946972249101566,0.08,0.1,0.35
113,15,0.6120460419882052,0.1,0.15,0.25
114,3,0.95,0.05,0.1,0.2
115,18,0.5615278070437755,0.08,0.1,0.35
116,2,0.6603094684667224,0.15,0.05,0.1
117,3,0.5930576460589513,0.15,0.05,0.1
118,6,0.36626439247609355,0.05,0.1,0.2
119,16,0.8285645629030041,0.08,0.1,0.35
120,7,0.7503866065373548,0.08,0.1,0.35
121,2,0.7582063894086094,0.08,0.1,0.35
122,13,0.4181225090410522,0.05,0.1,0.2
123,13,0.8805588621872198,0.15,0.05,0.1
124,15,0.3196297874415438,0.1,0.15,0.25
125,14,0.7173714187600541,0.1,0.15,0.25
126,5,0.95,0.08,0.1,0.35
127,10,0.4018927349738623,0.05,0.1,0.2
128,2,0.4867404540794456,0.05,0.1,0.2
129,11,0.6199302730175282,0.15,0.05,0.1
130,2,0.49930486917676015,0.15,0.05,0.1
131,17,0.28986731378677344,0.08,0.1,0.35
132,2,0.6137125949612054,0.05,0.1,0.2
133,6,0.387539257254779,0.15,0.05,0.1
134,20,0.6947184861270363,0.15,0.05,0.1
135,8,0.4161151531532393,0.15,0.05,0.1
136,4,0.9099868810035079,0.08,0.1,0.35
137,19,0.4433493415327525,0.05,0.1,0.2
138,20,0.5355876967588649,0.15,0.05,0.1
139,14,0.7627034434739339,0.15,0.05,0.1
140,9,0.3538271367132089,0.1,0.15,0.25
141,11,0.6454919869208259,0.05,0.1,0.2
142,9,0.8614285508564856,0.05,0.1,0.2
143,5,0.2785033530877544,0.08,0.1,0.35
144,15,0.6369267717064608,0.1,0.15,0.25
145,3,0.6519765588496846,0.1,0.15,0.25
146,15,0.7563645743554621,0.15,0.05,0.1
147,3,0.3526098578243836,0.15,0.05,0.1
148,17,0.3359086773831447,0.05,0.1,0.2
149,5,0.7043883131233795,0.1,0.15,0.25
150,3,0.6593969346466372,0.1,0.15,0.25
151,12,0.6500985700691753,0.05,0.1,0.2
152,6,0.6692896418993951,0.1,0.15,0.25
153,18,0.46399505568430177,0.08,0.1,0.35
154,20,0.6464507394322007,0.1,0.15,0.25
155,18,0.6586144946597362,0.15,0.05,0.1
156,4,0.45712971639472644,0.1,0.15,0.25
157,9,0.95,0.05,0.1,0.2
158,4,0.6947665841823575,0.15,0.05,0.1
159,9,0.36173930055947023,0.05,0.1,0.2
160,20,0.7313107217267659,0.1,0.15,0.25
161,11,0.4050636659545357,0.05,0.1,0.2
162,9,0.7574169207484904,0.05,0.1,0.2
163,9,0.8317191158014808,0.08,0.1,0.35
164,3,0.4358635363296579,0.15,0.05,0.1
165,9,0.7926752258488643,0.08,0.1,0.35
166,1,0.6825561853872997,0.15,0.05,0.1
167,5,0.764412031998898,0.1,0.15,0.25
168,6,0.95,0.1,0.15,0.25
169,18,0.5509223767994259,0.08,0.1,0.35
170,18,0.44925276712850204,0.08,0.1,0.35
171,4,0.4220971140748953,0.15,0.05,0.1
172,5,0.4368379430069123,0.15,0.05,0.1
173,12,0.5845796581171792,0.15,0.05,0.1
174,14,0.6682303949633288,0.05,0.1,0.2
175,2,0.6553381598660037,0.05,0.1,0.2
176,12,0.7654366498072047,0.1,0.15,0.25
177,12,0.6026003783755813,0.15,0.05,0.1
178,8,0.8907068154314634,0.05,0.1,0.2
179,12,0.5470686333524087,0.15,0.05,0.1
180,20,0.95,0.08,0.1,0.35
181,8,0.7251334695530012,0.05,0.1,0.2
182,6,0.42856848871674347,0.05,0.1,0.2
183,1,0.3858215003877775,0.08,0.1,0.35
184,11,0.696494483048637,0.05,0.1,0.2
185,8,0.5553074429348298,0.08,0.1,0.35
186,6,0.7428000988184184,0.1,0.15,0.25
187,13,0.6946475249147089,0.15,0.05,0.1
188,16,0.5854342174686255,0.15,0.05,0.1
189,7,0.430641256386319,0.05,0.1,0.2
190,12,0.29703055506282705,0.08,0.1,0.35
191,8,0.5106970095865957,0.1,0.15,0.25
192,1,0.7712797588646945,0.05,0.1,0.2
193,13,0.6428187488260407,0.05,0.1,0.2
194,9,0.35085224425760236,0.1,0.15,0.25
195,9,0.6346361851702363,0.15,0.05,0.1
196,17,0.6770634759457673,0.1,0.15,0.25
197,18,0.42322851275977336,0.08,0.1,0.35
198,1,0.6307450211891056,0.1,0.15,0.25
199,9,0.6116417436892,0.15,0.05,0.1
200,19,0.3714059404338753,0.05,0.1,0.2
201,2,0.6715574720696567,0.1,0.15,0.25
202,20,0.7121569052736468,0.15,0.05,0.1
203,12,0.8166102486350554,0.08,0.1,0.35
204,14,0.8107604104069805,0.1,0.15,0.25
205,13,0.32446612640858175,0.15,0.05,0.1
206,9,0.4124349920169754,0.05,0.1,0.2
207,14,0.703007053441732,0.15,0.05,0.1
208,17,0.7027571901824418,0.15,0.05,0.1
209,12,0.7030095372612095,0.05,0.1,0.2
210,3,0.95,0.08,0.1,0.35
211,20,0.7141781021386334,0.1,0.15,0.25
212,4,0.8271131280361198,0.1,0.15,0.25
213,17,0.7908003526986405,0.1,0.15,0.25
214,14,0.7302782502611596,0.1,0.15,0.25
215,13,0.5369461510719309,0.1,0.15,0.25
216,18,0.7517938440986535,0.1,0.15,0.25
217,7,0.4454349570924856,0.05,0.1,0.2
218,13,0.5526362786519982,0.08,0.1,0.35
219,20,0.5029272904341793,0.05,0.1,0.2
220,13,0.6163748278772645,0.1,0.15,0.25
221,10,0.95,0.15,0.05,0.1
222,7,0.22654696148165032,0.1,0.15,0.25
223,19,0.7372520380749027,0.08,0.1,0.35
224,15,0.27745682576206965,0.1,0.15,0.25
225,15,0.5056136268421133,0.08,0.1,0.35
226,17,0.8177901193934732,0.05,0.1,0.2
227,6,0.6128560038190926,0.08,0.1,0.35
228,10,0.38445104441413874,0.15,0.05,0.1
229,3,0.4569392581480063,0.1,0.15,0.25
230,10,0.7359195497869352,0.05,0.1,0.2
231,7,0.45392667365657263,0.05,0.1,0.2
232,1,0.643291717916395,0.05,0.1,0.2
233,8,0.6091143679807627,0.15,0.05,0.1
234,20,0.46967993047883655,0.08,0.1,0.35
235,15,0.95,0.15,0.05,0.1
236,19,0.7267838044636022,0.08,0.1,0.35
237,13,0.2,0.05,0.1,0.2
238,13,0.6372908629538855,0.08,0.1,0.35
239,5,0.4676427070463224,0.05,0.1,0.2
240,4,0.7704866669592447,0.15,0.05,0.1
241,8,0.44149585231345984,0.08,0.1,0.35
242,17,0.5770527117066202,0.05,0.1,0.2
243,2,0.7009974557960914,0.08,0.1,0.35
244,4,0.7731510388340243,0.05,0.1,0.2
245,5,0.3599407185888447,0.08,0.1,0.35
246,17,0.5330997528318103,0.08,0.1,0.35
247,15,0.5050109377678087,0.1,0.15,0.25
248,18,0.4693341534852576,0.08,0.1,0.35
249,6,0.95,0.08,0.1,0.35
250,15,0.6809963421921911,0.08,0.1,0.35
251,8,0.3478232091329909,0.1,0.15,0.25
252,17,0.7835723894109552,0.1,0.15,0.25
253,8,0.95,0.08,0.1,0.35
254,15,0.8064930521102294,0.1,0.15,0.25
255,10,0.29612600680919726,0.15,0.05,0.1
256,9,0.5031531854267497,0.05,0.1,0.2
257,11,0.8533822298373246,0.1,0.15,0.25
258,5,0.4584661068762438,0.15,0.05,0.1
259,8,0.6887638856292457,0.05,0.1,0.2
260,5,0.7549268106858673,0.08,0.1,0.35
261,3,0.4146139056843834,0.05,0.1,0.2
262,14,0.5880949287876399,0.08,0.1,0.35
263,18,0.2,0.1,0.15,0.25
264,14,0.39512247173314197,0.08,0.1,0.35
265,7,0.5494863697213679,0.15,0.05,0.1
266,13,0.3504433636070301,0.08,0.1,0.35
267,19,0.926482260786327,0.15,0.05,0.1
268,16,0.3139717244078734,0.08,0.1,0.35
269,12,0.5119911026606032,0.15,0.05,0.1
270,13,0.6261481154572183,0.1,0.15,0.25
271,18,0.8882546578132231,0.08,0.1,0.35
272,16,0.3128275697641121,0.05,0.1,0.2
273,9,0.8326327504309919,0.05,0.1,0.2
274,16,0.6020466122039174,0.08,0.1,0.35
275,13,0.4036982697904098,0.15,0.05,0.1
276,13,0.6924206948526541,0.1,0.15,0.25
277,15,0.639811939114694,0.05,0.1,0.2
278,20,0.47995662456824106,0.05,0.1,0.2
279,13,0.6139604169980037,0.15,0.05,0.1
280,3,0.522937280627648,0.15,0.05,0.1
281,5,0.6227034690502495,0.08,0.1,0.35
282,6,0.7324261349042094,0.08,0.1,0.35
283,9,0.9172033632290704,0.15,0.05,0.1
284,11,0.35243690023463015,0.08,0.1,0.35
285,15,0.95,0.05,0.1,0.2
286,11,0.2095824400954996,0.1,0.15,0.25
287,9,0.5696429809928834,0.08,0.1,0.35
288,9,0.7176634412969153,0.08,0.1,0.35
289,16,0.6561983735470065,0.15,0.05,0.1
290,18,0.47546009603588124,0.15,0.05,0.1
291,12,0.558375549928545,0.15,0.05,0.1
292,3,0.5013998130682334,0.05,0.1,0.2
293,1,0.4821270486111577,0.15,0.05,0.1
294,7,0.7699204194042049,0.05,0.1,0.2
295,20,0.6714030971930094,0.15,0.05,0.1
296,8,0.4614180809478691,0.05,0.1,0.2
297,16,0.7799199750866501,0.05,0.1,0.2
298,19,0.6614599041753219,0.15,0.05,0.1
299,15,0.762572423767792,0.05,0.1,0.2
300,12,0.7259257683847224,0.1,0.15,0.25
301,20,0.4342009978155855,0.05,0.1,0.2
302,6,0.4879637919606061,0.15,0.05,0.1
303,4,0.7494587210246524,0.1,0.15,0.25
304,10,0.7220740530866929,0.15,0.05,0.1
305,13,0.5958196812071703,0.08,0.1,0.35
306,3,0.6234654766617563,0.05,0.1,0.2
307,4,0.8555329791576849,0.05,0.1,0.2
308,20,0.481685722232834,0.1,0.15,0.25
309,19,0.7094194762340076,0.15,0.05,0.1
310,12,0.5595614695132212,0.15,0.05,0.1
311,12,0.5564637593545559,0.08,0.1,0.35
312,17,0.8197553703974381,0.15,0.05,0.1
313,1,0.765083269797606,0.1,0.15,0.25
314,16,0.7627019272001276,0.08,0.1,0.35
315,14,0.8610957614308659,0.15,0.05,0.1
316,15,0.6042007683265518,0.1,0.15,0.25
317,14,0.7363905942589928,0.05,0.1,0.2
318,17,0.5379466486813088,0.05,0.1,0.2
319,20,0.6648332704976884,0.1,0.15,0.25
320,15,0.5739713891264631,0.08,0.1,0.35
321,19,0.6193991929985436,0.08,0.1,0.35
322,11,0.7190314050873827,0.1,0.15,0.25
323,3,0.43635586335330545,0.05,0.1,0.2
324,15,0.95,0.1,0.15,0.25
325,15,0.3987965237000596,0.05,0.1,0.2
326,11,0.35716227744245355,0.08,0.1,0.35
327,16,0.8316221747000135,0.15,0.05,0.1
328,6,0.7583325387925872,0.1,0.15,0.25
329,7,0.724823963410431,0.08,0.1,0.35
330,9,0.7256691018528559,0.1,0.15,0.25
331,9,0.5975506454306171,0.1,0.15,0.25
332,18,0.42054912570283365,0.1,0.15,0.25
333,17,0.6151609116387452,0.15,0.05,0.1
334,3,0.46456765769757763,0.05,0.1,0.2
335,14,0.7950239466835503,0.05,0.1,0.2
336,18,0.5705885236995722,0.08,0.1,0.35
337,16,0.4349005606414976,0.05,0.1,0.2
338,15,0.5357228316694013,0.08,0.1,0.35
339,3,0.6825862908551248,0.15,0.05,0.1
340,8,0.48725508943920504,0.1,0.15,0.25
341,8,0.4355559208867137,0.08,0.1,0.35
342,19,0.6487374422983825,0.1,0.15,0.25
343,16,0.6489933142217446,0.1,0.15,0.25
344,14,0.498611364925774,0.1,0.15,0.25
345,12,0.5057923388763355,0.1,0.15,0.25
346,9,0.6464099874715272,0.08,0.1,0.35
347,9,0.31038313170053516,0.1,0.15,0.25
348,4,0.3185072451246889,0.05,0.1,0.2
349,11,0.45631115574951275,0.05,0.1,0.2
350,18,0.5573105696576305,0.15,0.05,0.1
351,7,0.6621815131196009,0.05,0.1,0.2
352,16,0.8950712433899104,0.05,0.1,0.2
353,19,0.7715319246404039,0.1,0.15,0.25
354,4,0.5680122940073146,0.1,0.15,0.25
355,10,0.5961967584194622,0.05,0.1,0.2
356,12,0.3994941270724382,0.05,0.1,0.2
357,10,0.596297372801522,0.05,0.1,0.2
358,18,0.5422682722159723,0.15,0.05,0.1
359,9,0.6645437120676179,0.05,0.1,0.2
360,2,0.4345538112895354,0.15,0.05,0.1
361,5,0.7038693028482345,0.1,0.15,0.25
362,4,0.9065477826005155,0.08,0.1,0.35
363,19,0.5782479703086285,0.15,0.05,0.1
364,16,0.6803423444197882,0.1,0.15,0.25
365,15,0.7380287983422225,0.08,0.1,0.35
366,6,0.5197559056228327,0.1,0.15,0.25
367,9,0.6448184963620833,0.15,0.05,0.1
368,4,0.602518480156359,0.08,0.1,0.35
369,13,0.6195352197097663,0.15,0.05,0.1
370,3,0.44539804322890664,0.08,0.1,0.35
371,5,0.6049020348517885,0.15,0.05,0.1
372,19,0.69959965824909,0.05,0.1,0.2
373,3,0.8902287215590083,0.1,0.15,0.25
374,4,0.7918541652170413,0.05,0.1,0.2
375,20,0.95,0.08,0.1,0.35
376,17,0.4465304874223901,0.05,0.1,0.2
377,15,0.7744641273441356,0.08,0.1,0.35
378,10,0.6366684011476703,0.08,0.1,0.35
379,10,0.95,0.08,0.1,0.35
380,20,0.4383403429289697,0.15,0.05,0.1
381,7,0.43205563156384474,0.15,0.05,0.1
382,9,0.48012147091119556,0.05,0.1,0.2
383,6,0.2,0.15,0.05,0.1
384,6,0.49484899566384777,0.05,0.1,0.2
385,6,0.44817346768926036,0.15,0.05,0.1
386,14,0.6300787572952415,0.15,0.05,0.1
387,20,0.6683511951554318,0.08,0.1,0.35
388,10,0.95,0.08,0.1,0.35
389,8,0.79008476763721,0.15,0.05,0.1
390,10,0.4846192688675194,0.1,0.15,0.25
391,3,0.42031706573032834,0.08,0.1,0.35
392,9,0.6983838343013011,0.05,0.1,0.2
393,14,0.33595335859587155,0.05,0.1,0.2
394,18,0.95,0.15,0.05,0.1
395,5,0.8358880241442574,0.05,0.1,0.2
396,5,0.506164869579059,0.1,0.15,0.25
397,2,0.25737309418182447,0.15,0.05,0.1
398,10,0.8707744748330826,0.05,0.1,0.2
399,15,0.5770920309494764,0.1,0.15,0.25
400,15,0.8475632623946924,0.15,0.05,0.1
401,13,0.2811144682411265,0.1,0.15,0.25
402,17,0.4801249954092454,0.1,0.15,0.25
403,15,0.6010487399436366,0.08,0.1,0.35
404,20,0.6093961187529484,0.15,0.05,0.1
405,14,0.5099869057041513,0.15,0.05,0.1
406,20,0.7245699864694998,0.1,0.15,0.25
407,1,0.3864759141234811,0.1,0.15,0.25
408,8,0.5715241029957413,0.15,0.05,0.1
409,9,0.6240591263423797,0.15,0.05,0.1
410,6,0.7028877668117498,0.15,0.05,0.1
411,17,0.7423229756177779,0.08,0.1,0.35
412,9,0.37507158163242615,0.08,0.1,0.35
413,19,0.2931771658528755,0.05,0.1,0.2
414,16,0.8555353643797018,0.08,0.1,0.35
415,16,0.6664628023959183,0.15,0.05,0.1
416,14,0.4503026926886893,0.1,0.15,0.25
417,11,0.9102303951045045,0.1,0.15,0.25
418,6,0.6231349268585717,0.15,0.05,0.1
419,14,0.8358594368127653,0.1,0.15,0.25
420,10,0.6135036962820217,0.08,0.1,0.35
421,18,0.95,0.08,0.1,0.35
422,15,0.95,0.15,0.05,0.1
423,11,0.5502071703041853,0.15,0.05,0.1
424,11,0.794314190190871,0.1,0.15,0.25
425,13,0.7290751899170295,0.15,0.05,0.1
426,18,0.8737263115064697,0.15,0.05,0.1
427,14,0.4070153078839791,0.08,0.1,0.35
428,7,0.7372102919996879,0.15,0.05,0.1
429,20,0.8116848973699176,0.1,0.15,0.25
430,15,0.24825210271537712,0.08,0.1,0.35
431,7,0.36334829746684494,0.15,0.05,0.1
432,18,0.2,0.1,0.15,0.25
433,10,0.5461186331110884,0.05,0.1,0.2
434,16,0.7435084511591925,0.08,0.1,0.35
435,1,0.9004714104192056,0.15,0.05,0.1
436,6,0.614818956083955,0.05,0.1,0.2
437,18,0.9257231091142584,0.1,0.15,0.25
438,18,0.32397970835702167,0.15,0.05,0.1
439,3,0.25932351212896904,0.08,0.1,0.35
440,4,0.5888904602206763,0.05,0.1,0.2
441,4,0.6768130897878615,0.08,0.1,0.35
442,16,0.5934610503811814,0.05,0.1,0.2
443,17,0.2,0.1,0.15,0.25
444,14,0.5821759920974423,0.1,0.15,0.25
445,16,0.33910609989902935,0.08,0.1,0.35
446,15,0.7339345097660077,0.05,0.1,0.2
447,13,0.6733196492193696,0.05,0.1,0.2
448,20,0.4120240427345289,0.05,0.1,0.2
449,3,0.49722661653266126,0.05,0.1,0.2
450,14,0.3881572956222097,0.1,0.15,0.25
451,17,0.5874641805453656,0.1,0.15,0.25
452,1,0.7910284641002476,0.1,0.15,0.25
453,10,0.4028547907328912,0.1,0.15,0.25
454,5,0.7008093031035689,0.08,0.1,0.35
455,18,0.4939484763255118,0.08,0.1,0.35
456,12,0.44142543354753117,0.08,0.1,0.35
457,18,0.5785939280090884,0.1,0.15,0.25
458,15,0.39295153551612516,0.08,0.1,0.35
459,7,0.4892701389305636,0.1,0.15,0.25
460,19,0.3604244214822303,0.05,0.1,0.2
461,8,0.95,0.08,0.1,0.35
462,2,0.6070527103943457,0.08,0.1,0.35
463,16,0.46005489840148284,0.1,0.15,0.25
464,13,0.6427959821468444,0.08,0.1,0.35
465,16,0.577534390061834,0.05,0.1,0.2
466,5,0.5558060800933554,0.15,0.05,0.1
467,4,0.722833340008685,0.1,0.15,0.25
468,4,0.7515015420094611,0.08,0.1,0.35
469,1,0.49389977047789446,0.08,0.1,0.35
470,14,0.484836351871064,0.05,0.1,0.2
471,3,0.5449896605696711,0.05,0.1,0.2
472,9,0.2,0.08,0.1,0.35
473,20,0.2969617875602895,0.1,0.15,0.25
474,3,0.873374853488905,0.08,0.1,0.35
475,18,0.9289935427002567,0.1,0.15,0.25
476,11,0.5501927920887243,0.08,0.1,0.35
477,18,0.7153113926111533,0.08,0.1,0.35
478,20,0.6622500309087072,0.15,0.05,0.1
479,8,0.95,0.15,0.05,0.1
480,8,0.8239149822869154,0.1,0.15,0.25
481,14,0.5744164817038466,0.15,0.05,0.1
482,4,0.4088919118799148,0.15,0.05,0.1
483,6,0.27871073594848544,0.08,0.1,0.35
484,1,0.6406927271734446,0.1,0.15,0.25
485,11,0.44872985094313933,0.15,0.05,0.1
486,10,0.31554925808046513,0.15,0.05,0.1
487,12,0.47068542315149464,0.1,0.15,0.25
488,5,0.383690399277121,0.08,0.1,0.35
489,17,0.937428327014513,0.05,0.1,0.2
490,19,0.7763279513898901,0.08,0.1,0.35
491,6,0.5984054717366765,0.05,0.1,0.2
492,3,0.8959888277780051,0.05,0.1,0.2
493,20,0.6154736615295237,0.08,0.1,0.35
494,16,0.42774315973434723,0.05,0.1,0.2
495,8,0.9046248154539315,0.05,0.1,0.2
496,9,0.7077820087369318,0.08,0.1,0.35
497,9,0.39255076913470865,0.08,0.1,0.35
498,15,0.5619322643832784,0.15,0.05,0.1
499,18,0.4248763493230485,0.1,0.15,0.25
500,3,0.32344005380713275,0.05,0.1,0.2
