lesson_log_id,student_id,score,understanding,focus
76,1.0,44,0.22863324038074315,0.3
77,1.0,50,0.23732922750767577,0.3
78,1.0,47,0.24581720975728447,0.3
79,1.0,46,0.1529614650347086,0.3
80,1.0,51,0.15866560234527669,0.3
81,1.0,45,0.16620514469652775,0.3
82,1.0,47,0.17194571057405036,0.3
83,1.0,40,0.17769069218420752,0.3
84,1.0,51,0.18483951358304676,0.3
85,1.0,53,0.19140924038835283,0.3
86,1.0,50,0.19877196530437377,0.3
87,1.0,38,0.2051355468756146,0.3
88,1.0,48,0.21171193115216128,0.3
89,1.0,37,0.21749389427663463,0.3
90,1.0,41,0.22329714913715634,0.3
91,1.0,64,0.1231674752987954,0.3
92,1.0,47,0.12764398637973673,0.3
93,1.0,46,0.13268927395302765,0.3
94,1.0,53,0.13828943335428237,0.3
95,1.0,58,0.14372283609232578,0.3
96,1.0,43,0.14942039025015152,0.3
97,1.0,53,0.15401251515907943,0.3
98,1.0,54,0.15823971261253958,0.3
99,1.0,50,0.1626559812687187,0.3
100,1.0,47,0.16817795156546222,0.3
101,1.0,54,0.17361918420111935,0.3
102,1.0,49,0.061407657277133855,0.3
103,1.0,46,0.06361118604694674,0.3
104,1.0,46,0.06566654198320186,0.3
105,1.0,52,0.06862172129642446,0.3
106,1.0,44,0.07149621332020728,0.3
107,1.0,41,0.07355466314055135,0.3
108,1.0,48,0.07569755178302102,0.3
109,1.0,41,0.0780620570095656,0.3
110,1.0,46,0.08040171882463654,0.3
111,1.0,46,0.0827448792486521,0.3
112,1.0,47,0.08538827783881528,0.3
113,1.0,52,0.030931016546711567,0.3
114,1.0,40,0.03214462374516676,0.3
115,1.0,42,0.033596586918650376,0.3
116,1.0,32,0.03497978639734792,0.3
117,1.0,43,0.03616949022436641,0.3
118,1.0,37,0.037298049930160046,0.3
119,1.0,46,0.038502762341356515,0.3
120,1.0,49,0.0399932690448261,0.3
121,1.0,43,0.04148113364556281,0.3
122,1.0,40,0.042576056060430384,0.3
123,1.0,48,0.04389364938836917,0.3
124,1.0,45,0.04499336881506669,0.3
125,2.0,59,0.48488822498503265,0.6065289210362853
126,2.0,64,0.5393991169313895,0.6056046430510293
127,2.0,64,0.6107573292128816,0.8730756371984781
128,2.0,67,0.6573919819175835,0.6915427884302825
129,2.0,61,0.70852101118055,0.650438453127695
130,2.0,74,0.7498677747402316,0.47398348821249925
131,2.0,72,0.7926113724509283,0.488081696427342
132,2.0,84,0.8422212954233378,0.6415248654184013
133,2.0,72,0.8791542850947829,0.5134579158758925
134,2.0,73,0.9285340452779083,0.6526151254838769
135,2.0,83,0.9650412563213009,0.4223583051445743
136,2.0,76,0.9886185229102042,0.3
137,2.0,66,0.4134792600092766,0.38658408362226665
138,2.0,62,0.43675071084633726,0.3
139,2.0,68,0.47581902731638004,0.5085982246038464
140,2.0,67,0.5110504670546989,0.4608426389710568
141,2.0,71,0.5491554821775247,0.540001203438373
142,2.0,67,0.5724450478939961,0.3
143,2.0,65,0.5922622591354354,0.31493228795247175
144,2.0,69,0.6150432978146295,0.3
145,2.0,75,0.6314964647706417,0.3043117234402225
146,2.0,56,0.6638444384281401,0.40266290438140734
147,2.0,73,0.6851382950595138,0.3
148,2.0,70,0.7114984272756391,0.46427006182761155
149,2.0,66,0.3583428468786945,0.3
150,2.0,46,0.38470696254638975,0.3813472916159697
151,2.0,58,0.40098325219889774,0.3
152,2.0,58,0.41924871061193414,0.3
153,2.0,47,0.4346485326594344,0.3192569943387261
154,2.0,54,0.44896982116322715,0.3
155,2.0,58,0.4701541860397441,0.33482860438515083
156,2.0,56,0.4913548982934913,0.3
157,2.0,44,0.5066596899549735,0.3
158,2.0,67,0.522368712900174,0.3
159,2.0,57,0.5411458869632995,0.3
160,2.0,53,0.5619680964196428,0.3
161,2.0,45,0.3037229166524547,0.3
162,2.0,51,0.317243483526068,0.3
163,2.0,63,0.3346105398619378,0.3
164,2.0,53,0.347861726146622,0.3
165,2.0,57,0.36466226280467434,0.3
166,2.0,58,0.38058545128109217,0.3
167,2.0,60,0.39754129843480035,0.3
168,2.0,55,0.4104266354485758,0.3
169,2.0,64,0.27731738110938264,0.3
170,2.0,51,0.29166770637475953,0.3
171,2.0,47,0.30450845494646106,0.3
172,2.0,52,0.3160268965965192,0.3
173,2.0,35,0.33047753711659283,0.3
174,2.0,45,0.3463737963346549,0.3
175,2.0,52,0.35883484652808034,0.3
176,2.0,53,0.37385486236436755,0.3
177,2.0,54,0.3867850894249236,0.3
178,2.0,54,0.39984962647417044,0.3
179,2.0,52,0.41411974824135045,0.3
180,2.0,54,0.2521048179775582,0.3
181,2.0,56,0.26236967428825614,0.3
182,2.0,53,0.27687562354507844,0.3
183,2.0,55,0.2886960034652947,0.3
184,2.0,58,0.3029307711451052,0.3
185,2.0,46,0.31569575301088765,0.3
186,2.0,53,0.3261059530142084,0.3
187,2.0,48,0.34061601735067426,0.3
188,2.0,45,0.22957522933318972,0.3
189,2.0,64,0.24119540884903243,0.3
190,2.0,55,0.2548208430778378,0.3
191,2.0,50,0.2648229729599577,0.3
192,2.0,51,0.2740570980226199,0.3
193,2.0,38,0.2871001898366875,0.3
194,2.0,56,0.2981298016312303,0.3
195,2.0,40,0.31171574491053533,0.3
196,2.0,65,0.3241084955347389,0.3
197,2.0,51,0.3372990555900322,0.3
198,2.0,44,0.20326916840720277,0.3
199,2.0,58,0.21431669893991295,0.3
200,2.0,44,0.22607531460239302,0.3
201,2.0,44,0.2380860063509403,0.3
202,2.0,47,0.24816005579174077,0.3
203,2.0,46,0.2580442370330147,0.3
204,2.0,51,0.2685252173167096,0.3
205,2.0,41,0.28052789449330695,0.3
206,2.0,41,0.28992655748975205,0.3
207,2.0,52,0.3019308867667011,0.3
208,2.0,48,0.3103121788822245,0.3
209,2.0,38,0.17695739979707661,0.3
210,2.0,56,0.18491074711907077,0.3
211,2.0,53,0.19257523218280465,0.3
212,2.0,56,0.20132761085914083,0.3
213,2.0,51,0.21047160103216514,0.3
214,2.0,50,0.21794112726498238,0.3
215,2.0,48,0.2268934742271755,0.3
216,2.0,41,0.2372701269207479,0.3
217,2.0,32,0.15078215092405076,0.3
218,2.0,50,0.1594764716484904,0.3
219,2.0,26,0.1670216065444272,0.3
220,2.0,50,0.17317563174319908,0.3
221,2.0,39,0.1798507243138455,0.3
222,2.0,42,0.1872591460313162,0.3
223,2.0,48,0.19542205418122288,0.3
224,2.0,61,0.2033582647620434,0.3
225,2.0,55,0.2095135434272296,0.3
226,2.0,50,0.21762760505990167,0.3
227,2.0,39,0.22488479399493744,0.3
228,2.0,48,0.1272086912465262,0.3
229,2.0,48,0.13446112101579927,0.3
230,2.0,56,0.1413793084918026,0.3
231,2.0,53,0.1472581291104887,0.3
232,2.0,50,0.1542365336615033,0.3
233,2.0,56,0.16135527273394545,0.3
234,2.0,39,0.16642245250783544,0.3
235,2.0,36,0.17247594141295355,0.3
236,2.0,57,0.17866211477536836,0.3
237,2.0,37,0.18428890120213842,0.3
238,2.0,40,0.10178790624815541,0.3
239,2.0,61,0.1065975785617808,0.3
240,2.0,53,0.1116081356197272,0.3
241,2.0,34,0.11682279977648138,0.3
242,2.0,51,0.12241077436822968,0.3
243,2.0,52,0.12838404331163333,0.3
244,2.0,48,0.13429973418111638,0.3
245,2.0,44,0.1393238118417877,0.3
246,2.0,39,0.14398696629721766,0.3
247,2.0,55,0.14865824080498558,0.3
248,2.0,51,0.15325133352225756,0.3
249,2.0,44,0.15765955115500133,0.3
250,2.0,49,0.07612409688881275,0.3
251,2.0,47,0.08001560172698709,0.3
252,2.0,45,0.08388120827509762,0.3
253,2.0,42,0.08835491439381087,0.3
254,2.0,48,0.09272676419088635,0.3
255,2.0,40,0.09668446168977628,0.3
256,2.0,43,0.10108028621366379,0.3
257,2.0,40,0.1052949775209808,0.3
258,2.0,41,0.10896885445282735,0.3
259,2.0,47,0.11294607279760026,0.3
260,2.0,36,0.0503884892849433,0.3
261,2.0,48,0.05262856318819293,0.3
262,2.0,56,0.055202067942093466,0.3
263,2.0,35,0.05782385455449213,0.3
264,2.0,45,0.05998278314654946,0.3
265,2.0,56,0.06243654275742166,0.3
266,2.0,53,0.06545928565632071,0.3
267,2.0,56,0.06775738485621273,0.3
268,2.0,40,0.0701371705968429,0.3
269,2.0,39,0.07222654750320977,0.3
270,2.0,49,0.025382201378569086,0.3
271,2.0,50,0.026662011628616075,0.3
272,2.0,36,0.028010805037558317,0.3
273,2.0,47,0.029256382610080615,0.3
274,2.0,40,0.03075076170119912,0.3
275,2.0,38,0.03186281240704791,0.3
276,2.0,45,0.0331008945643152,0.3
277,2.0,53,0.03444737627774031,0.3
278,2.0,35,0.03553491278973884,0.3
279,2.0,46,0.036808659978255234,0.3
280,3.0,73,0.6613450741350425,0.5876231139056305
281,3.0,74,0.7548253756618959,0.7000311357173423
282,3.0,71,0.811401906588414,0.4994108492646596
283,3.0,82,0.8533474563385922,0.36456919403450544
284,3.0,75,0.9672608189417922,0.9433614744810185
285,3.0,90,1.0,0.599089363269016
286,3.0,88,1.0,0.5222737177079311
287,3.0,84,1.0,0.5722744037821347
288,3.0,72,0.6184420892619182,0.6252661509384231
289,3.0,64,0.6672440310608921,0.4937560364956887
290,3.0,81,0.7138608427415204,0.34451361254655544
291,3.0,77,0.7762037497860163,0.6428843348747367
292,3.0,76,0.880522663473732,0.8297316453786525
293,3.0,71,0.9286855067210475,0.44155289297650707
294,3.0,74,0.9629416251837394,0.36424306450606486
295,3.0,86,1.0,0.40849748873456604
296,3.0,78,1.0,0.3
297,3.0,81,1.0,0.3
298,3.0,73,1.0,0.42101690675246894
299,3.0,93,1.0,0.3
300,3.0,57,0.48487745465036347,0.3
301,3.0,59,0.5154830783243599,0.3
302,3.0,57,0.5495507899260569,0.3
303,3.0,71,0.576253483145213,0.3055407254619523
304,3.0,80,0.6038342205620719,0.3
305,3.0,63,0.6307519058141506,0.3
306,3.0,63,0.6681655054107785,0.3611713962691502
307,3.0,48,0.6911205333999247,0.3
308,3.0,62,0.7154160963703176,0.3
309,3.0,59,0.4513929407112505,0.3
310,3.0,58,0.4784281319205714,0.3
311,3.0,58,0.500689892356682,0.3
312,3.0,60,0.5253559274546313,0.3
313,3.0,73,0.5505653526275465,0.3
314,3.0,46,0.5801158439558386,0.3
315,3.0,70,0.6086383679951568,0.3
316,3.0,60,0.6387815106484339,0.3
317,3.0,60,0.6669986554229963,0.3
318,3.0,71,0.6947338665118189,0.3
319,3.0,60,0.7175482912783829,0.3
320,3.0,66,0.3929844922842386,0.3
321,3.0,56,0.4118220271557037,0.3
322,3.0,65,0.4327084139160462,0.3
323,3.0,51,0.45691287926304447,0.3
324,3.0,53,0.4759972354878063,0.3
325,3.0,62,0.4965972366885727,0.3
326,3.0,67,0.5182603508849948,0.3
327,3.0,56,0.5420432056680009,0.3
328,3.0,67,0.5650556377009196,0.3
329,3.0,66,0.5921576836437201,0.3
330,3.0,65,0.36080140098309765,0.3
331,3.0,61,0.3785429992054348,0.3
332,3.0,52,0.39708926830628044,0.3
333,3.0,40,0.4174262025361542,0.3
334,3.0,56,0.4361065038811157,0.3
335,3.0,53,0.46017434094391296,0.3
336,3.0,62,0.48365044595089346,0.3
337,3.0,58,0.5066187955042308,0.3
338,3.0,50,0.32785285886696736,0.3
339,3.0,60,0.3443554769092641,0.3
340,3.0,52,0.36661778646587384,0.3
341,3.0,48,0.38797363317636857,0.3
342,3.0,43,0.40950317191497976,0.3
343,3.0,65,0.42913528072687784,0.3
344,3.0,54,0.4485754474095988,0.3
345,3.0,57,0.468555760829231,0.3
346,3.0,58,0.48721177537220206,0.3
347,3.0,44,0.29555582591623203,0.3
348,3.0,41,0.31419824907230814,0.3
349,3.0,54,0.33026445118292247,0.3
350,3.0,61,0.3439422279152994,0.3
351,3.0,56,0.3641194028112716,0.3
352,3.0,44,0.37877708130196025,0.3
353,3.0,49,0.39921523552072297,0.3
354,3.0,38,0.4177826246570953,0.3
355,3.0,59,0.4340953473141399,0.3
356,3.0,44,0.2578848459334789,0.3
357,3.0,58,0.2748265055420641,0.3
358,3.0,44,0.28986903590600527,0.3
359,3.0,51,0.3055118849750432,0.3
360,3.0,63,0.3212972417746175,0.3
361,3.0,54,0.33505952319350013,0.3
362,3.0,60,0.34765305549646197,0.3
363,3.0,47,0.36453832558926413,0.3
364,3.0,53,0.22837641492432054,0.3
365,3.0,47,0.2407280901645215,0.3
366,3.0,47,0.252509020945221,0.3
367,3.0,53,0.26841604353197934,0.3
368,3.0,53,0.2812614016252447,0.3
369,3.0,53,0.2924997325749856,0.3
370,3.0,47,0.30514659370945146,0.3
371,3.0,60,0.3167358150944973,0.3
372,3.0,41,0.32748532184292,0.3
373,3.0,37,0.339680665938591,0.3
374,3.0,48,0.35475787138767595,0.3
375,3.0,42,0.1303216962663444,0.3
376,3.0,45,0.13662920401331335,0.3
377,3.0,58,0.14401670930124147,0.3
378,3.0,51,0.1505616098516496,0.3
379,3.0,48,0.15890262063876923,0.3
380,3.0,47,0.16517483020414447,0.3
381,3.0,45,0.17203136954010173,0.3
382,3.0,44,0.17885104644069813,0.3
383,3.0,40,0.1862776261736008,0.3
384,3.0,46,0.19253072220091808,0.3
385,3.0,52,0.19964687881105014,0.3
386,3.0,46,0.09797314546388859,0.3
387,3.0,41,0.10418216997373951,0.3
388,3.0,49,0.11001492086834443,0.3
389,3.0,45,0.11594588814100165,0.3
390,3.0,43,0.12083714408844108,0.3
391,3.0,40,0.12731854480942725,0.3
392,3.0,64,0.13212686140230884,0.3
393,3.0,50,0.1368280863093657,0.3
394,3.0,58,0.14156127235864258,0.3
395,3.0,25,0.1464855597341717,0.3
396,3.0,60,0.15196915296556385,0.3
397,3.0,60,0.15665811076420055,0.3
398,3.0,45,0.06516244424563235,0.3
399,3.0,39,0.06844368334978236,0.3
400,3.0,39,0.07226254191576728,0.3
401,3.0,43,0.07662738178011487,0.3
402,3.0,48,0.080342944575505,0.3
403,3.0,44,0.08419108203766491,0.3
404,3.0,45,0.08821820135429964,0.3
405,3.0,53,0.09242544458096541,0.3
406,3.0,46,0.032834066827905094,0.3
407,3.0,52,0.034954591243613976,0.3
408,3.0,43,0.03687436049036894,0.3
409,3.0,39,0.03899135856649056,0.3
410,3.0,42,0.041193909243786714,0.3
411,3.0,42,0.042849321753525,0.3
412,3.0,50,0.04448039026291451,0.3
413,3.0,37,0.04605943672732751,0.3
414,3.0,46,0.047958119755722436,0.3
415,4.0,79,0.7893880864239956,0.6880537913131427
416,4.0,88,0.8484621685171896,0.8523100224394158
417,4.0,87,0.892186220056147,0.6319283602493176
418,4.0,80,0.9443443620814793,0.644908673731106
419,4.0,86,0.9913851952986746,0.7069449759820363
420,4.0,89,1.0,0.4791942259424484
421,4.0,94,1.0,0.605269146440442
422,4.0,71,1.0,0.5144507714189005
423,4.0,80,1.0,0.3
424,4.0,79,0.7149374801076591,0.445245641171133
425,4.0,77,0.7548086375400274,0.6260930039756829
426,4.0,71,0.782939372444095,0.39520728354013773
427,4.0,74,0.8393848802654282,0.7023063534204163
428,4.0,86,0.8652270980113781,0.3
429,4.0,79,0.9036027058645831,0.4805595135504914
430,4.0,74,0.93573544186914,0.45586519704733186
431,4.0,82,0.9561950169175841,0.310307405405241
432,4.0,72,0.6718761221615513,0.3
433,4.0,60,0.708184460527318,0.47069459461858654
434,4.0,71,0.7271899111706739,0.3
435,4.0,73,0.7581890789839609,0.3770861774488371
436,4.0,77,0.7878358611860572,0.3885415880843311
437,4.0,72,0.8124180126602129,0.32147279853927674
438,4.0,75,0.8334369318575396,0.3
439,4.0,74,0.8615864798733955,0.3860621003930457
440,4.0,76,0.8797164588644931,0.3
441,4.0,76,0.9032507932070807,0.3
442,4.0,64,0.5534604210376726,0.3
443,4.0,60,0.5729410778715361,0.3
444,4.0,58,0.5890798383487449,0.3
445,4.0,75,0.6039100611273905,0.3
446,4.0,61,0.6222900214373704,0.3
447,4.0,56,0.6416945038536613,0.3
448,4.0,70,0.6600381343285262,0.3
449,4.0,63,0.6798060985736476,0.3
450,4.0,62,0.7009948776355482,0.3
451,4.0,74,0.7155924217517653,0.3
452,4.0,74,0.7305527898993867,0.3
453,4.0,70,0.7509177774887518,0.3
454,4.0,77,0.5111168127440395,0.3
455,4.0,46,0.5293368222722039,0.3
456,4.0,61,0.5453859709982314,0.3
457,4.0,69,0.5624093292011698,0.3
458,4.0,66,0.5789115923294705,0.3
459,4.0,55,0.5952516370749408,0.3
460,4.0,62,0.6123338082910058,0.3
461,4.0,74,0.6296357126655198,0.3
462,4.0,61,0.6451493582461514,0.3
463,4.0,62,0.6592059375816595,0.3
464,4.0,42,0.47037935688478266,0.3
465,4.0,62,0.48376070136036725,0.3
466,4.0,57,0.4959334853899036,0.3
467,4.0,52,0.5129260048787244,0.3
468,4.0,77,0.5268317897436494,0.3
469,4.0,63,0.5394861627296954,0.3
470,4.0,60,0.553705620942893,0.3
471,4.0,59,0.5688243875773762,0.3
472,4.0,55,0.5833430804146841,0.3
473,4.0,49,0.6009723850196586,0.3
474,4.0,65,0.4318106476991807,0.3
475,4.0,56,0.44435819098693025,0.3
476,4.0,51,0.4592899749271839,0.3
477,4.0,49,0.4729414788927473,0.3
478,4.0,54,0.4863857360845261,0.3
479,4.0,57,0.49794715763647607,0.3
480,4.0,55,0.5127788035045782,0.3
481,4.0,67,0.5271940971651898,0.3
482,4.0,62,0.543165811453087,0.3
483,4.0,60,0.5592973414135809,0.3
484,4.0,48,0.3917101544282638,0.3
485,4.0,52,0.40330614958272687,0.3
486,4.0,50,0.41363241015860364,0.3
487,4.0,46,0.4254715715220023,0.3
488,4.0,63,0.4398493619876355,0.3
489,4.0,66,0.4533548775534179,0.3
490,4.0,47,0.4674465920456493,0.3
491,4.0,53,0.48170725245997326,0.3
492,4.0,46,0.35454026131227834,0.3
493,4.0,40,0.3668435570245113,0.3
494,4.0,62,0.37669706867855196,0.3
495,4.0,50,0.3898394046701247,0.3
496,4.0,49,0.39904986185201186,0.3
497,4.0,62,0.4096934513253078,0.3
498,4.0,47,0.42020340877654344,0.3
499,4.0,64,0.43095608762476806,0.3
500,4.0,50,0.44068997059312437,0.3
501,4.0,53,0.4520831980766751,0.3
502,4.0,51,0.27383231427484334,0.3
503,4.0,46,0.28147198141854474,0.3
504,4.0,46,0.291729117729003,0.3
505,4.0,47,0.3009353156921304,0.3
506,4.0,39,0.3092128953450726,0.3
507,4.0,50,0.318244969651181,0.3
508,4.0,51,0.3282671421481392,0.3
509,4.0,46,0.3362580529428607,0.3
510,4.0,44,0.3467498028549777,0.3
511,4.0,55,0.35587650931743964,0.3
512,4.0,42,0.3651650854437289,0.3
513,4.0,48,0.3757538544823636,0.3
514,4.0,54,0.23632130516609484,0.3
515,4.0,51,0.24358235432462247,0.3
516,4.0,44,0.2512917341159889,0.3
517,4.0,51,0.2589718956852986,0.3
518,4.0,50,0.26744276590439575,0.3
519,4.0,45,0.2763678619362033,0.3
520,4.0,40,0.28540496051421227,0.3
521,4.0,48,0.29325290449709457,0.3
522,4.0,42,0.2999321492363871,0.3
523,4.0,58,0.3075452790586378,0.3
524,4.0,47,0.3162325024053733,0.3
525,4.0,49,0.1975865680730275,0.3
526,4.0,57,0.2050544766463629,0.3
527,4.0,46,0.21226448582603974,0.3
528,4.0,45,0.21957334529179656,0.3
529,4.0,26,0.22620894742508468,0.3
530,4.0,45,0.23308736500242758,0.3
531,4.0,50,0.2388963643835771,0.3
532,4.0,43,0.24465323142967701,0.3
533,4.0,51,0.250450164641499,0.3
534,4.0,52,0.2558636811567853,0.3
535,4.0,51,0.15772774020541386,0.3
536,4.0,49,0.16300997167839903,0.3
537,4.0,40,0.16720901033373534,0.3
538,4.0,35,0.17138452496610299,0.3
539,4.0,44,0.1770601161273848,0.3
540,4.0,50,0.18170765939230207,0.3
541,4.0,40,0.18735552238748338,0.3
542,4.0,47,0.1915449660968585,0.3
543,4.0,41,0.19605673230766651,0.3
544,4.0,42,0.20197685637395404,0.3
545,4.0,45,0.2066687213701603,0.3
546,4.0,44,0.07884561547686027,0.3
547,4.0,47,0.08122824865659606,0.3
548,4.0,47,0.08414731467454846,0.3
549,4.0,46,0.08676039909235413,0.3
550,4.0,46,0.0894712543895904,0.3
551,4.0,38,0.09232350007654706,0.3
552,4.0,54,0.0948701980729874,0.3
553,4.0,41,0.09716551702585986,0.3
554,4.0,45,0.09932180674004902,0.3
555,4.0,46,0.10209938508190286,0.3
556,4.0,45,0.10439951431927977,0.3
557,4.0,46,0.10726874058523952,0.3
558,4.0,52,0.03915068126056401,0.3
559,4.0,39,0.0405869988532346,0.3
560,4.0,40,0.04204815530534949,0.3
561,4.0,44,0.0432493265326151,0.3
562,4.0,58,0.044455717508003215,0.3
563,4.0,51,0.045468448423194946,0.3
564,4.0,39,0.04681567473742393,0.3
565,4.0,46,0.047976795853368066,0.3
566,5.0,64,0.535249329789583,0.7304954415353612
567,5.0,67,0.6287906097671245,0.65908305864785
568,5.0,71,0.6641814840814184,0.3
569,5.0,65,0.7275885267337355,0.5574194725762623
570,5.0,76,0.8377626777646436,0.8052682732922792
571,5.0,73,0.9200399478091363,0.6933310716065103
572,5.0,87,0.9893263766874011,0.539047035891097
573,5.0,90,1.0,0.3269361850975903
574,5.0,90,1.0,0.7311887812940272
575,5.0,73,0.4613891077899875,0.34158821606990086
576,5.0,63,0.516397837737947,0.5288439467212844
577,5.0,64,0.5546498624322279,0.3983828996828711
578,5.0,68,0.5933317821434057,0.3
579,5.0,62,0.6393229624377256,0.4057100126989972
580,5.0,54,0.7026763782507939,0.5368469568066002
581,5.0,71,0.7561915368405395,0.3971109430398408
582,5.0,77,0.8279616312699989,0.6826861945749858
583,5.0,83,0.8815396259143915,0.46730719731618653
584,5.0,80,0.9128946617560117,0.3043457312965538
585,5.0,91,0.9486945398411326,0.33527844428929787
586,5.0,73,1.0,0.44830037540370027
587,5.0,62,0.43249233960557326,0.3060012496555611
588,5.0,54,0.46216359068022406,0.3
589,5.0,51,0.4975622428241646,0.3
590,5.0,63,0.5356710293126863,0.3
591,5.0,67,0.5738439604780539,0.3
592,5.0,62,0.6025162412363726,0.3
593,5.0,65,0.6363039706813913,0.3
594,5.0,78,0.6639658902238752,0.3
595,5.0,77,0.694735519953343,0.3
596,5.0,62,0.3760312325104601,0.3
597,5.0,61,0.4041110991379398,0.3
598,5.0,62,0.42755509370907535,0.3
599,5.0,73,0.4518184288561749,0.3
600,5.0,64,0.4773052157787214,0.3
601,5.0,60,0.5011873728399202,0.30354093288444556
602,5.0,57,0.5291498787350242,0.3
603,5.0,73,0.5523857938724394,0.3
604,5.0,54,0.5775007444265505,0.3
605,5.0,68,0.6111583984639637,0.3
606,5.0,57,0.35005368758463307,0.3
607,5.0,46,0.37205017405329865,0.3
608,5.0,56,0.39528836890574076,0.3
609,5.0,57,0.42454488141933566,0.3
610,5.0,49,0.45338780589065125,0.3
611,5.0,50,0.48168184044727225,0.3
612,5.0,51,0.5110902607237611,0.3
613,5.0,60,0.5324072162693603,0.3
614,5.0,59,0.5560546498887333,0.3
615,5.0,66,0.5806887904105946,0.3
616,5.0,67,0.6029220795846127,0.3
617,5.0,63,0.6292456297717268,0.3
618,5.0,56,0.3253389600599608,0.3
619,5.0,53,0.35483039894875973,0.3
620,5.0,44,0.3819671570019472,0.3
621,5.0,63,0.4094318511531453,0.3
622,5.0,45,0.43267005578459033,0.3
623,5.0,62,0.45426301364993554,0.3
624,5.0,58,0.47435183939386,0.3
625,5.0,63,0.503421626590265,0.3
626,5.0,73,0.5288422913192188,0.3
627,5.0,60,0.5513308841376461,0.3
628,5.0,58,0.5803612346251069,0.3
629,5.0,59,0.30478277260267284,0.3
630,5.0,28,0.3248337580155728,0.3
631,5.0,56,0.34603872538393127,0.3
632,5.0,57,0.36487536494592965,0.3
633,5.0,56,0.39043956593530693,0.3
634,5.0,62,0.4149373133211739,0.3
635,5.0,64,0.4345055043172506,0.3
636,5.0,63,0.45526399038444726,0.3
637,5.0,56,0.47461637897661746,0.3
638,5.0,39,0.4933027383332579,0.3
639,5.0,50,0.513587790923462,0.3
640,5.0,64,0.5394934701606642,0.3
641,5.0,46,0.27559035840611457,0.3
642,5.0,55,0.29377812958993804,0.3
643,5.0,50,0.3171770903014984,0.3
644,5.0,40,0.33936154597901286,0.3
645,5.0,47,0.36194872593848976,0.3
646,5.0,49,0.3834892316455127,0.3
